Date,SKU,Stock Level,Reorder Level,Cost Price,,Reorder Quantity
23-01-2024,SKU0039,262,71,21.04,,0
24-01-2024,SKU0039,265,80,24.51,,0
25-01-2024,SKU0039,166,75,24.02,,0
26-01-2024,SKU0039,469,62,33.46,,0
27-01-2024,SKU0039,77,112,30.76,,35
28-01-2024,SKU0039,411,116,23.99,,0
29-01-2024,SKU0039,41,112,5.76,,71
30-01-2024,SKU0039,61,60,32.94,,0
01-01-2024,SKU0040,380,118,44.58,,0
02-01-2024,SKU0040,435,113,39.63,,0
03-01-2024,SKU0040,277,117,49.17,,0
04-01-2024,SKU0040,312,81,11.26,,0
05-01-2024,SKU0040,351,123,15.01,,0
06-01-2024,SKU0040,394,59,29.27,,0
07-01-2024,SKU0040,397,103,15.61,,0
08-01-2024,SKU0040,30,104,6.55,,74
09-01-2024,SKU0040,491,131,23.1,,0
10-01-2024,SKU0040,3,111,17.94,,108
11-01-2024,SKU0040,108,104,16.87,,0
12-01-2024,SKU0040,405,136,47.89,,0
13-01-2024,SKU0040,373,131,15.73,,0
14-01-2024,SKU0040,92,84,10.82,,0
15-01-2024,SKU0040,98,116,10.64,,18
16-01-2024,SKU0040,191,114,41.28,,0
17-01-2024,SKU0040,332,66,37.17,,0
18-01-2024,SKU0040,211,91,10.83,,0
19-01-2024,SKU0040,82,108,14.89,,26
20-01-2024,SKU0040,206,119,38.63,,0
21-01-2024,SKU0040,114,60,17.36,,0
22-01-2024,SKU0040,473,127,49.17,,0
23-01-2024,SKU0040,251,77,29.33,,0
24-01-2024,SKU0040,467,88,13.64,,0
25-01-2024,SKU0040,60,103,43.65,,43
26-01-2024,SKU0040,355,149,19.38,,0
27-01-2024,SKU0040,389,60,18,,0
28-01-2024,SKU0040,252,107,19.73,,0
29-01-2024,SKU0040,78,89,39.57,,11
30-01-2024,SKU0040,195,53,12.79,,0
01-01-2024,SKU0041,261,113,22.18,,0
02-01-2024,SKU0041,321,97,6.39,,0
03-01-2024,SKU0041,419,119,42.2,,0
04-01-2024,SKU0041,497,132,20.33,,0
05-01-2024,SKU0041,398,80,16.17,,0
06-01-2024,SKU0041,331,51,31.1,,0
07-01-2024,SKU0041,295,92,36.72,,0
08-01-2024,SKU0041,235,138,41.58,,0
09-01-2024,SKU0041,168,90,20.65,,0
10-01-2024,SKU0041,6,109,41.55,,103
11-01-2024,SKU0041,21,124,25.92,,103
12-01-2024,SKU0041,71,95,9.55,,24
13-01-2024,SKU0041,499,89,43.08,,0
14-01-2024,SKU0041,105,108,29.64,,3
15-01-2024,SKU0041,138,94,32.11,,0
16-01-2024,SKU0041,385,91,47.19,,0
17-01-2024,SKU0041,29,70,30.16,,41
18-01-2024,SKU0041,323,52,5.25,,0
19-01-2024,SKU0041,436,115,44.18,,0
20-01-2024,SKU0041,88,60,17.81,,0
21-01-2024,SKU0041,404,73,27.58,,0
22-01-2024,SKU0041,152,99,14.22,,0
23-01-2024,SKU0041,72,137,18.36,,65
24-01-2024,SKU0041,327,70,35.9,,0
25-01-2024,SKU0041,388,74,24.33,,0
26-01-2024,SKU0041,237,53,33.22,,0
27-01-2024,SKU0041,475,92,42.06,,0
28-01-2024,SKU0041,321,96,20.34,,0
29-01-2024,SKU0041,340,72,30.58,,0
30-01-2024,SKU0041,250,109,39.99,,0
01-01-2024,SKU0042,304,137,37.18,,0
02-01-2024,SKU0042,7,70,29.29,,63
03-01-2024,SKU0042,481,115,22.25,,0
04-01-2024,SKU0042,470,136,23.34,,0
05-01-2024,SKU0042,206,100,24.49,,0
06-01-2024,SKU0042,410,64,20.7,,0
07-01-2024,SKU0042,257,107,36.46,,0
08-01-2024,SKU0042,283,75,10.64,,0
09-01-2024,SKU0042,138,139,48.54,,1
10-01-2024,SKU0042,45,141,40.05,,96
11-01-2024,SKU0042,125,108,18.42,,0
12-01-2024,SKU0042,20,139,6.91,,119
13-01-2024,SKU0042,169,94,37.01,,0
14-01-2024,SKU0042,31,115,38.05,,84
15-01-2024,SKU0042,415,84,48.36,,0
16-01-2024,SKU0042,454,145,16.42,,0
17-01-2024,SKU0042,149,143,8.72,,0
18-01-2024,SKU0042,205,113,46.18,,0
19-01-2024,SKU0042,332,133,16.64,,0
20-01-2024,SKU0042,20,126,37.47,,106
21-01-2024,SKU0042,405,76,7.73,,0
22-01-2024,SKU0042,289,136,39.23,,0
23-01-2024,SKU0042,137,129,10.72,,0
24-01-2024,SKU0042,64,80,36.3,,16
25-01-2024,SKU0042,64,61,28.96,,0
26-01-2024,SKU0042,87,146,48,,59
27-01-2024,SKU0042,322,94,6.66,,0
28-01-2024,SKU0042,478,81,18.14,,0
29-01-2024,SKU0042,42,103,8.13,,61
30-01-2024,SKU0042,370,115,44.56,,0
01-01-2024,SKU0043,424,136,31.73,,0
02-01-2024,SKU0043,140,81,29.07,,0
03-01-2024,SKU0043,373,64,10.92,,0
04-01-2024,SKU0043,3,104,27.01,,101
05-01-2024,SKU0043,499,90,22.94,,0
06-01-2024,SKU0043,278,89,19.21,,0
07-01-2024,SKU0043,325,121,39.75,,0
08-01-2024,SKU0043,417,98,7.76,,0
09-01-2024,SKU0043,40,135,34.1,,95
10-01-2024,SKU0043,401,87,42.03,,0
11-01-2024,SKU0043,375,105,45.83,,0
12-01-2024,SKU0043,483,83,38.57,,0
13-01-2024,SKU0043,89,50,17.71,,0
14-01-2024,SKU0043,480,59,32.02,,0
15-01-2024,SKU0043,255,89,11.36,,0
16-01-2024,SKU0043,416,65,10.27,,0
17-01-2024,SKU0043,408,137,33.74,,0
18-01-2024,SKU0043,307,95,43.3,,0
19-01-2024,SKU0043,144,73,8.03,,0
20-01-2024,SKU0043,306,63,9.77,,0
21-01-2024,SKU0043,386,139,30.45,,0
22-01-2024,SKU0043,310,88,14.82,,0
23-01-2024,SKU0043,469,67,32.53,,0
24-01-2024,SKU0043,183,133,14.65,,0
25-01-2024,SKU0043,118,90,10.24,,0
26-01-2024,SKU0043,112,105,29.55,,0
27-01-2024,SKU0043,290,85,43.8,,0
28-01-2024,SKU0043,248,73,35.83,,0
29-01-2024,SKU0043,323,139,41.84,,0
30-01-2024,SKU0043,442,78,16.99,,0
01-01-2024,SKU0044,91,71,44.87,,0
02-01-2024,SKU0044,58,60,21.97,,2
03-01-2024,SKU0044,268,90,43.36,,0
04-01-2024,SKU0044,317,98,26.2,,0
05-01-2024,SKU0044,93,60,17.05,,0
06-01-2024,SKU0044,253,101,16.71,,0
07-01-2024,SKU0044,174,116,30.55,,0
08-01-2024,SKU0044,459,134,8.56,,0
09-01-2024,SKU0044,2,124,46.85,,122
10-01-2024,SKU0044,20,57,17.22,,37
11-01-2024,SKU0044,103,80,20.1,,0
12-01-2024,SKU0044,320,123,15.5,,0
13-01-2024,SKU0044,401,55,5.14,,0
14-01-2024,SKU0044,268,130,36.16,,0
15-01-2024,SKU0044,454,120,31.57,,0
16-01-2024,SKU0044,332,145,41.43,,0
17-01-2024,SKU0044,208,62,6.85,,0
18-01-2024,SKU0044,364,55,46.79,,0
19-01-2024,SKU0044,95,116,19.89,,21
20-01-2024,SKU0044,92,76,46.09,,0
21-01-2024,SKU0044,44,94,9.82,,50
22-01-2024,SKU0044,61,75,38.48,,14
23-01-2024,SKU0044,29,53,31.07,,24
24-01-2024,SKU0044,458,86,21.12,,0
25-01-2024,SKU0044,269,70,8.56,,0
26-01-2024,SKU0044,436,77,32.21,,0
27-01-2024,SKU0044,9,131,6.19,,122
28-01-2024,SKU0044,455,81,27.56,,0
29-01-2024,SKU0044,414,102,32.19,,0
30-01-2024,SKU0044,5,82,37.96,,77
01-01-2024,SKU0045,466,75,49.61,,0
02-01-2024,SKU0045,374,66,16.7,,0
03-01-2024,SKU0045,18,105,19.51,,87
04-01-2024,SKU0045,11,142,20.35,,131
05-01-2024,SKU0045,372,133,37.92,,0
06-01-2024,SKU0045,191,79,46.93,,0
07-01-2024,SKU0045,102,54,48.84,,0
08-01-2024,SKU0045,369,55,47.56,,0
09-01-2024,SKU0045,249,111,44.57,,0
10-01-2024,SKU0045,243,59,49.59,,0
11-01-2024,SKU0045,337,119,21.92,,0
12-01-2024,SKU0045,438,59,47.67,,0
13-01-2024,SKU0045,194,134,39.25,,0
14-01-2024,SKU0045,264,93,12.58,,0
15-01-2024,SKU0045,133,105,7.05,,0
16-01-2024,SKU0045,384,53,14.65,,0
17-01-2024,SKU0045,425,62,40.04,,0
18-01-2024,SKU0045,487,123,33.43,,0
19-01-2024,SKU0045,348,129,15.1,,0
20-01-2024,SKU0045,438,68,38.39,,0
21-01-2024,SKU0045,176,119,11.36,,0
22-01-2024,SKU0045,354,139,41.98,,0
23-01-2024,SKU0045,98,111,40.74,,13
24-01-2024,SKU0045,29,58,48.77,,29
25-01-2024,SKU0045,290,95,11.76,,0
26-01-2024,SKU0045,62,105,45.8,,43
27-01-2024,SKU0045,486,123,20.35,,0
28-01-2024,SKU0045,405,89,23.72,,0
29-01-2024,SKU0045,426,116,26.08,,0
30-01-2024,SKU0045,27,132,33.21,,105
01-01-2024,SKU0046,145,111,49.76,,0
02-01-2024,SKU0046,287,148,32,,0
03-01-2024,SKU0046,68,95,46.7,,27
04-01-2024,SKU0046,437,55,16.48,,0
05-01-2024,SKU0046,251,78,22.93,,0
06-01-2024,SKU0046,161,68,27.7,,0
07-01-2024,SKU0046,414,64,19.53,,0
08-01-2024,SKU0046,109,106,48.96,,0
09-01-2024,SKU0046,352,87,37.66,,0
10-01-2024,SKU0046,131,70,26.55,,0
11-01-2024,SKU0046,397,100,38.81,,0
12-01-2024,SKU0046,270,88,26.03,,0
13-01-2024,SKU0046,187,136,5.78,,0
14-01-2024,SKU0046,19,69,29.44,,50
15-01-2024,SKU0046,275,51,33.13,,0
16-01-2024,SKU0046,176,81,49.15,,0
17-01-2024,SKU0046,98,141,6.84,,43
18-01-2024,SKU0046,246,53,28.04,,0
19-01-2024,SKU0046,323,56,9.42,,0
20-01-2024,SKU0046,17,52,11.7,,35
21-01-2024,SKU0046,407,74,32.47,,0
22-01-2024,SKU0046,410,58,15.42,,0
23-01-2024,SKU0046,288,136,38.71,,0
24-01-2024,SKU0046,124,136,28.14,,12
25-01-2024,SKU0046,319,75,14.82,,0
26-01-2024,SKU0046,152,113,27.22,,0
27-01-2024,SKU0046,68,67,5.04,,0
28-01-2024,SKU0046,145,137,43.82,,0
29-01-2024,SKU0046,44,140,5.57,,96
30-01-2024,SKU0046,365,51,5.32,,0
01-01-2024,SKU0047,19,50,32.52,,31
02-01-2024,SKU0047,290,97,48.81,,0
03-01-2024,SKU0047,246,129,43.52,,0
04-01-2024,SKU0047,389,112,16.34,,0
05-01-2024,SKU0047,346,137,13.85,,0
06-01-2024,SKU0047,475,85,33.18,,0
07-01-2024,SKU0047,202,112,42.02,,0
08-01-2024,SKU0047,8,124,21.29,,116
09-01-2024,SKU0047,179,75,24.46,,0
10-01-2024,SKU0047,155,55,10.2,,0
11-01-2024,SKU0047,18,75,11.88,,57
12-01-2024,SKU0047,102,142,30.58,,40
13-01-2024,SKU0047,245,92,9.62,,0
14-01-2024,SKU0047,84,50,14.09,,0
15-01-2024,SKU0047,318,58,15.56,,0
16-01-2024,SKU0047,350,76,24.98,,0
17-01-2024,SKU0047,233,120,7.05,,0
18-01-2024,SKU0047,134,52,27.49,,0
19-01-2024,SKU0047,36,110,46.79,,74
20-01-2024,SKU0047,344,122,6.1,,0
21-01-2024,SKU0047,91,51,33.39,,0
22-01-2024,SKU0047,291,123,42.61,,0
23-01-2024,SKU0047,16,130,19.06,,114
24-01-2024,SKU0047,89,80,10.92,,0
25-01-2024,SKU0047,347,114,6.95,,0
26-01-2024,SKU0047,164,67,33.98,,0
27-01-2024,SKU0047,464,55,29.85,,0
28-01-2024,SKU0047,443,91,15.32,,0
29-01-2024,SKU0047,252,117,42.42,,0
30-01-2024,SKU0047,304,53,38.1,,0
01-01-2024,SKU0048,80,148,17.44,,68
02-01-2024,SKU0048,480,53,38.9,,0
03-01-2024,SKU0048,183,114,16.02,,0
04-01-2024,SKU0048,289,90,35.39,,0
05-01-2024,SKU0048,248,92,10.33,,0
06-01-2024,SKU0048,214,144,36.15,,0
07-01-2024,SKU0048,157,104,15.74,,0
08-01-2024,SKU0048,410,68,30.76,,0
09-01-2024,SKU0048,178,70,12.76,,0
10-01-2024,SKU0048,392,107,37.67,,0
11-01-2024,SKU0048,19,79,7.74,,60
12-01-2024,SKU0048,470,56,12.44,,0
13-01-2024,SKU0048,430,118,13.29,,0
14-01-2024,SKU0048,146,113,6.86,,0
15-01-2024,SKU0048,484,51,38.53,,0
16-01-2024,SKU0048,492,116,49.14,,0
17-01-2024,SKU0048,67,128,40.03,,61
18-01-2024,SKU0048,76,123,43.73,,47
19-01-2024,SKU0048,101,58,5.27,,0
20-01-2024,SKU0048,139,72,10.3,,0
21-01-2024,SKU0048,380,63,30.16,,0
22-01-2024,SKU0048,72,103,49,,31
23-01-2024,SKU0048,206,94,34.73,,0
24-01-2024,SKU0048,212,146,21.84,,0
25-01-2024,SKU0048,78,65,11.58,,0
26-01-2024,SKU0048,112,133,11.88,,21
27-01-2024,SKU0048,252,121,21.32,,0
28-01-2024,SKU0048,132,147,37.12,,15
29-01-2024,SKU0048,196,144,6.43,,0
30-01-2024,SKU0048,24,106,43.35,,82
01-01-2024,SKU0049,471,57,47.37,,0
02-01-2024,SKU0049,100,74,45,,0
03-01-2024,SKU0049,244,90,46.09,,0
04-01-2024,SKU0049,30,111,5.69,,81
05-01-2024,SKU0049,429,126,49,,0
06-01-2024,SKU0049,289,67,21.49,,0
07-01-2024,SKU0049,255,99,44.12,,0
08-01-2024,SKU0049,424,90,13.41,,0
09-01-2024,SKU0049,205,83,25.09,,0
10-01-2024,SKU0049,474,149,6.99,,0
11-01-2024,SKU0049,494,130,6.8,,0
12-01-2024,SKU0049,67,61,47.45,,0
13-01-2024,SKU0049,214,129,41.48,,0
14-01-2024,SKU0049,121,126,28.84,,5
15-01-2024,SKU0049,421,124,28.65,,0
16-01-2024,SKU0049,45,127,38.69,,82
17-01-2024,SKU0049,68,91,20.38,,23
18-01-2024,SKU0049,26,104,39.28,,78
19-01-2024,SKU0049,170,141,26.83,,0
20-01-2024,SKU0049,244,108,33.71,,0
21-01-2024,SKU0049,461,100,48.42,,0
22-01-2024,SKU0049,454,137,26.21,,0
23-01-2024,SKU0049,493,102,23.83,,0
24-01-2024,SKU0049,300,130,45.76,,0
25-01-2024,SKU0049,273,58,45.62,,0
26-01-2024,SKU0049,287,143,49.66,,0
27-01-2024,SKU0049,248,52,29.79,,0
28-01-2024,SKU0049,1,57,20.49,,56
29-01-2024,SKU0049,424,131,15.82,,0
30-01-2024,SKU0049,490,108,6.53,,0
01-01-2024,SKU0050,19,79,37.7,,60
02-01-2024,SKU0050,476,116,15.51,,0
03-01-2024,SKU0050,441,104,32.3,,0
04-01-2024,SKU0050,490,83,46.25,,0
05-01-2024,SKU0050,473,92,47.76,,0
06-01-2024,SKU0050,293,77,5.2,,0
07-01-2024,SKU0050,256,86,19.27,,0
08-01-2024,SKU0050,452,138,42.68,,0
09-01-2024,SKU0050,437,79,29.14,,0
10-01-2024,SKU0050,248,120,41.34,,0
11-01-2024,SKU0050,397,111,43.4,,0
12-01-2024,SKU0050,152,78,24.92,,0
13-01-2024,SKU0050,495,51,21.15,,0
14-01-2024,SKU0050,136,139,25.49,,3
15-01-2024,SKU0050,221,106,34.38,,0
16-01-2024,SKU0050,210,106,21.52,,0
17-01-2024,SKU0050,188,91,39.87,,0
18-01-2024,SKU0050,435,98,45.68,,0
19-01-2024,SKU0050,231,106,17.7,,0
20-01-2024,SKU0050,135,120,48.42,,0
21-01-2024,SKU0050,15,67,33.02,,52
22-01-2024,SKU0050,113,119,44.52,,6
23-01-2024,SKU0050,263,76,9.68,,0
24-01-2024,SKU0050,278,103,16.32,,0
25-01-2024,SKU0050,72,73,19.45,,1
26-01-2024,SKU0050,223,146,18.63,,0
27-01-2024,SKU0050,484,144,12.73,,0
28-01-2024,SKU0050,33,83,44.07,,50
29-01-2024,SKU0050,244,71,23.84,,0
30-01-2024,SKU0050,237,137,48.34,,0
01-01-2024,SKU0051,17,112,31.26,,95
02-01-2024,SKU0051,364,85,11.23,,0
03-01-2024,SKU0051,43,141,29.57,,98
04-01-2024,SKU0051,142,133,49.71,,0
05-01-2024,SKU0051,14,110,30.43,,96
06-01-2024,SKU0051,92,131,5.08,,39
07-01-2024,SKU0051,382,91,46.99,,0
08-01-2024,SKU0051,376,145,15.57,,0
09-01-2024,SKU0051,278,82,35.98,,0
10-01-2024,SKU0051,214,123,28.18,,0
11-01-2024,SKU0051,448,58,19.64,,0
12-01-2024,SKU0051,248,74,17.72,,0
13-01-2024,SKU0051,469,62,46.79,,0
14-01-2024,SKU0051,70,96,46.04,,26
15-01-2024,SKU0051,108,94,28.09,,0
16-01-2024,SKU0051,287,54,16.63,,0
17-01-2024,SKU0051,475,80,9.61,,0
18-01-2024,SKU0051,369,80,12.05,,0
19-01-2024,SKU0051,159,147,28.5,,0
20-01-2024,SKU0051,288,139,18.85,,0
21-01-2024,SKU0051,170,120,6.89,,0
22-01-2024,SKU0051,12,90,25.48,,78
23-01-2024,SKU0051,371,95,38.58,,0
24-01-2024,SKU0051,219,101,45.13,,0
25-01-2024,SKU0051,392,133,31.34,,0
26-01-2024,SKU0051,445,135,37.55,,0
27-01-2024,SKU0051,184,54,21.38,,0
28-01-2024,SKU0051,431,61,27.33,,0
29-01-2024,SKU0051,426,70,37.83,,0
30-01-2024,SKU0051,322,58,37.74,,0
01-01-2024,SKU0052,208,142,24.1,,0
02-01-2024,SKU0052,481,140,29.47,,0
03-01-2024,SKU0052,287,66,46.57,,0
04-01-2024,SKU0052,328,73,33.44,,0
05-01-2024,SKU0052,360,76,33.92,,0
06-01-2024,SKU0052,495,57,40.31,,0
07-01-2024,SKU0052,443,93,10.19,,0
08-01-2024,SKU0052,384,111,28.53,,0
09-01-2024,SKU0052,440,78,48.17,,0
10-01-2024,SKU0052,368,132,21.27,,0
11-01-2024,SKU0052,105,123,18.27,,18
12-01-2024,SKU0052,211,73,32.05,,0
13-01-2024,SKU0052,324,83,14.95,,0
14-01-2024,SKU0052,231,109,30.02,,0
15-01-2024,SKU0052,492,80,12,,0
16-01-2024,SKU0052,212,53,31.09,,0
17-01-2024,SKU0052,324,144,32.11,,0
18-01-2024,SKU0052,195,58,23.83,,0
19-01-2024,SKU0052,248,139,22.22,,0
20-01-2024,SKU0052,316,126,16.05,,0
21-01-2024,SKU0052,263,139,19.89,,0
22-01-2024,SKU0052,216,103,27.43,,0
23-01-2024,SKU0052,262,50,16.14,,0
24-01-2024,SKU0052,420,110,40.23,,0
25-01-2024,SKU0052,169,122,36.91,,0
26-01-2024,SKU0052,415,80,17.12,,0
27-01-2024,SKU0052,400,137,9.38,,0
28-01-2024,SKU0052,155,94,5.01,,0
29-01-2024,SKU0052,69,109,31.85,,40
30-01-2024,SKU0052,233,135,14.51,,0
01-01-2024,SKU0053,431,122,5.57,,0
02-01-2024,SKU0053,53,136,21.16,,83
03-01-2024,SKU0053,169,133,48.29,,0
04-01-2024,SKU0053,35,91,36.05,,56
05-01-2024,SKU0053,321,134,43.6,,0
06-01-2024,SKU0053,414,76,11.51,,0
07-01-2024,SKU0053,448,107,8.3,,0
08-01-2024,SKU0053,258,118,5.52,,0
09-01-2024,SKU0053,250,130,48,,0
10-01-2024,SKU0053,12,147,18.51,,135
11-01-2024,SKU0053,158,122,25.68,,0
12-01-2024,SKU0053,28,83,22.75,,55
13-01-2024,SKU0053,56,59,37.87,,3
14-01-2024,SKU0053,491,115,18.95,,0
15-01-2024,SKU0053,160,74,29.1,,0
16-01-2024,SKU0053,436,52,49.8,,0
17-01-2024,SKU0053,265,83,24.98,,0
18-01-2024,SKU0053,229,120,29.81,,0
19-01-2024,SKU0053,318,77,27.61,,0
20-01-2024,SKU0053,328,58,41.14,,0
21-01-2024,SKU0053,192,60,17.01,,0
22-01-2024,SKU0053,107,142,12.67,,35
23-01-2024,SKU0053,356,129,38.93,,0
24-01-2024,SKU0053,351,88,23.7,,0
25-01-2024,SKU0053,352,142,46.12,,0
26-01-2024,SKU0053,257,62,33.99,,0
27-01-2024,SKU0053,109,148,30.4,,39
28-01-2024,SKU0053,129,60,8.17,,0
29-01-2024,SKU0053,122,84,37.87,,0
30-01-2024,SKU0053,452,57,35.87,,0
01-01-2024,SKU0054,457,56,33.8,,0
02-01-2024,SKU0054,115,118,17.06,,3
03-01-2024,SKU0054,229,119,47.6,,0
04-01-2024,SKU0054,292,106,19.47,,0
05-01-2024,SKU0054,385,84,11.85,,0
06-01-2024,SKU0054,232,143,49.42,,0
07-01-2024,SKU0054,316,60,38.58,,0
08-01-2024,SKU0054,233,87,23.67,,0
09-01-2024,SKU0054,295,140,47.12,,0
10-01-2024,SKU0054,190,134,9.1,,0
11-01-2024,SKU0054,24,127,8.94,,103
12-01-2024,SKU0054,378,98,35.71,,0
13-01-2024,SKU0054,165,84,13.01,,0
14-01-2024,SKU0054,292,78,46.27,,0
15-01-2024,SKU0054,209,137,42.82,,0
16-01-2024,SKU0054,26,149,18.79,,123
17-01-2024,SKU0054,339,90,45,,0
18-01-2024,SKU0054,177,145,6.93,,0
19-01-2024,SKU0054,417,55,29.69,,0
20-01-2024,SKU0054,43,59,47.1,,16
21-01-2024,SKU0054,71,133,43.49,,62
22-01-2024,SKU0054,387,133,21.02,,0
23-01-2024,SKU0054,221,139,13.23,,0
24-01-2024,SKU0054,435,134,14.47,,0
25-01-2024,SKU0054,310,72,28.15,,0
26-01-2024,SKU0054,227,95,31.85,,0
27-01-2024,SKU0054,328,61,6.48,,0
28-01-2024,SKU0054,232,104,23.61,,0
29-01-2024,SKU0054,267,62,42.37,,0
30-01-2024,SKU0054,397,123,24.99,,0
01-01-2024,SKU0055,253,56,12.61,,0
02-01-2024,SKU0055,162,61,47.97,,0
03-01-2024,SKU0055,5,110,16.98,,105
04-01-2024,SKU0055,46,74,40.93,,28
05-01-2024,SKU0055,406,51,13.72,,0
06-01-2024,SKU0055,370,75,24.04,,0
07-01-2024,SKU0055,67,100,27.07,,33
08-01-2024,SKU0055,253,118,27.53,,0
09-01-2024,SKU0055,448,111,28.24,,0
10-01-2024,SKU0055,58,121,15.12,,63
11-01-2024,SKU0055,392,122,28.22,,0
12-01-2024,SKU0055,118,88,26.68,,0
13-01-2024,SKU0055,185,133,14.39,,0
14-01-2024,SKU0055,47,60,49.47,,13
15-01-2024,SKU0055,190,113,43.95,,0
16-01-2024,SKU0055,264,135,44.94,,0
17-01-2024,SKU0055,171,129,35.85,,0
18-01-2024,SKU0055,45,91,12.2,,46
19-01-2024,SKU0055,142,59,30.56,,0
20-01-2024,SKU0055,245,138,41.96,,0
21-01-2024,SKU0055,215,68,6.74,,0
22-01-2024,SKU0055,436,53,27.31,,0
23-01-2024,SKU0055,175,132,22.83,,0
24-01-2024,SKU0055,327,52,14.55,,0
25-01-2024,SKU0055,475,130,22.02,,0
26-01-2024,SKU0055,383,63,49.26,,0
27-01-2024,SKU0055,425,59,37.55,,0
28-01-2024,SKU0055,365,55,18.48,,0
29-01-2024,SKU0055,144,80,32.24,,0
30-01-2024,SKU0055,34,80,16.1,,46
01-01-2024,SKU0056,414,97,32.49,,0
02-01-2024,SKU0056,131,58,45.33,,0
03-01-2024,SKU0056,303,125,30.06,,0
04-01-2024,SKU0056,397,75,38,,0
05-01-2024,SKU0056,152,51,25.4,,0
06-01-2024,SKU0056,301,53,28.59,,0
07-01-2024,SKU0056,47,145,36.28,,98
08-01-2024,SKU0056,167,141,41.56,,0
09-01-2024,SKU0056,177,55,34.68,,0
10-01-2024,SKU0056,262,79,48.99,,0
11-01-2024,SKU0056,94,104,41.89,,10
12-01-2024,SKU0056,315,77,39.97,,0
13-01-2024,SKU0056,290,110,43.03,,0
14-01-2024,SKU0056,229,126,17.65,,0
15-01-2024,SKU0056,190,104,24.44,,0
16-01-2024,SKU0056,403,85,30.4,,0
17-01-2024,SKU0056,143,123,25.81,,0
18-01-2024,SKU0056,405,123,43.14,,0
19-01-2024,SKU0056,163,54,6.22,,0
20-01-2024,SKU0056,18,78,14.41,,60
21-01-2024,SKU0056,385,149,44.68,,0
22-01-2024,SKU0056,67,61,7.66,,0
23-01-2024,SKU0056,97,71,15.21,,0
24-01-2024,SKU0056,6,108,20.81,,102
25-01-2024,SKU0056,302,88,38.78,,0
26-01-2024,SKU0056,176,51,30.21,,0
27-01-2024,SKU0056,205,63,47.96,,0
28-01-2024,SKU0056,298,59,15.25,,0
29-01-2024,SKU0056,287,97,44.25,,0
30-01-2024,SKU0056,400,113,17.73,,0
01-01-2024,SKU0057,228,52,16.05,,0
02-01-2024,SKU0057,383,121,27.43,,0
03-01-2024,SKU0057,118,109,8.2,,0
04-01-2024,SKU0057,269,130,22.29,,0
05-01-2024,SKU0057,80,117,21.01,,37
06-01-2024,SKU0057,159,70,12.2,,0
07-01-2024,SKU0057,187,143,43.74,,0
08-01-2024,SKU0057,187,68,22.37,,0
09-01-2024,SKU0057,307,128,49.19,,0
10-01-2024,SKU0057,193,69,45.49,,0
11-01-2024,SKU0057,486,107,13.77,,0
12-01-2024,SKU0057,259,91,27.73,,0
13-01-2024,SKU0057,487,143,32.08,,0
14-01-2024,SKU0057,477,59,41.85,,0
15-01-2024,SKU0057,477,72,44.85,,0
16-01-2024,SKU0057,190,137,33.08,,0
17-01-2024,SKU0057,288,61,6.58,,0
18-01-2024,SKU0057,105,58,26.66,,0
19-01-2024,SKU0057,128,128,44.82,,0
20-01-2024,SKU0057,96,78,37.13,,0
21-01-2024,SKU0057,483,131,44.16,,0
22-01-2024,SKU0057,496,69,35.33,,0
23-01-2024,SKU0057,63,114,6.98,,51
24-01-2024,SKU0057,127,52,48.56,,0
25-01-2024,SKU0057,222,57,46.31,,0
26-01-2024,SKU0057,292,88,10.7,,0
27-01-2024,SKU0057,461,113,10.07,,0
28-01-2024,SKU0057,381,80,29.26,,0
29-01-2024,SKU0057,325,121,39.07,,0
30-01-2024,SKU0057,390,128,22.2,,0
01-01-2024,SKU0058,103,71,11.14,,0
02-01-2024,SKU0058,151,145,27.98,,0
03-01-2024,SKU0058,113,54,20.19,,0
04-01-2024,SKU0058,451,107,20.83,,0
05-01-2024,SKU0058,54,122,34.02,,68
06-01-2024,SKU0058,120,128,44.85,,8
07-01-2024,SKU0058,216,112,30.14,,0
08-01-2024,SKU0058,122,110,35.94,,0
09-01-2024,SKU0058,2,101,34.7,,99
10-01-2024,SKU0058,91,82,29.8,,0
11-01-2024,SKU0058,406,71,18.98,,0
12-01-2024,SKU0058,163,100,22,,0
13-01-2024,SKU0058,440,60,19.21,,0
14-01-2024,SKU0058,118,107,46.29,,0
15-01-2024,SKU0058,431,99,42.2,,0
16-01-2024,SKU0058,396,119,31.07,,0
17-01-2024,SKU0058,60,66,46.05,,6
18-01-2024,SKU0058,213,95,44.89,,0
19-01-2024,SKU0058,472,93,46.75,,0
20-01-2024,SKU0058,246,106,14.98,,0
21-01-2024,SKU0058,234,54,37.29,,0
22-01-2024,SKU0058,407,88,32.42,,0
23-01-2024,SKU0058,426,107,38.02,,0
24-01-2024,SKU0058,356,58,16.85,,0
25-01-2024,SKU0058,371,142,36.27,,0
26-01-2024,SKU0058,288,72,23.44,,0
27-01-2024,SKU0058,77,96,42.53,,19
28-01-2024,SKU0058,23,85,40.79,,62
29-01-2024,SKU0058,405,80,14.51,,0
30-01-2024,SKU0058,307,133,13.27,,0
01-01-2024,SKU0059,498,72,37.3,,0
02-01-2024,SKU0059,100,105,29.77,,5
03-01-2024,SKU0059,371,120,30.07,,0
04-01-2024,SKU0059,250,95,38.86,,0
