Order ID,Date,SKU,Units Sold,Selling Price,Total Sales Value
4714,22-09-2024,SKU0095,2,46.21,92.42
4715,22-09-2024,SKU0074,2,13.04,26.08
4716,20-10-2024,SKU0085,1,35.59,35.59
4717,18-10-2024,SKU0017,1,95.8,95.8
4718,02-10-2024,SKU0005,1,11.73,11.73
4719,24-10-2024,SKU0013,1,74.41,74.41
4720,24-09-2024,SKU0021,1,90.35,90.35
4721,07-10-2024,SKU0044,1,78.61,78.61
4722,12-11-2024,SKU0076,2,39.09,78.18
4723,27-09-2024,SKU0089,2,56.84,113.68
4724,05-11-2024,SKU0053,1,88.08,88.08
4725,09-10-2024,SKU0028,1,97.79,97.79
4726,22-09-2024,SKU0066,1,18.73,18.73
4727,01-11-2024,SKU0021,2,21.19,42.38
4728,01-10-2024,SKU0086,2,96.02,192.04
4729,27-09-2024,SKU0057,1,88.54,88.54
4730,13-10-2024,SKU0055,2,29,58
4731,01-10-2024,SKU0002,1,97.31,97.31
4732,31-10-2024,SKU0094,2,28.81,57.62
4733,24-10-2024,SKU0065,2,17.97,35.94
4734,20-09-2024,SKU0077,2,71.37,142.74
4735,30-09-2024,SKU0003,2,58.58,117.16
4736,31-10-2024,SKU0059,1,31.57,31.57
4737,26-09-2024,SKU0084,1,93.55,93.55
4738,12-11-2024,SKU0063,1,46.38,46.38
4739,09-11-2024,SKU0005,1,46.26,46.26
4740,15-10-2024,SKU0066,1,66.86,66.86
4741,28-09-2024,SKU0090,1,30.77,30.77
4742,11-11-2024,SKU0093,2,62.82,125.64
4743,26-10-2024,SKU0018,1,42.76,42.76
4744,06-10-2024,SKU0009,2,72.55,145.1
4745,23-10-2024,SKU0022,2,32.29,64.58
4746,18-09-2024,SKU0028,2,26.69,53.38
4747,06-10-2024,SKU0060,2,32.48,64.96
4748,28-09-2024,SKU0012,2,94.23,188.46
4749,24-10-2024,SKU0037,2,86.43,172.86
4750,16-10-2024,SKU0082,2,84.6,169.2
4751,02-11-2024,SKU0098,2,80.26,160.52
4752,04-10-2024,SKU0042,2,67.33,134.66
4753,05-11-2024,SKU0054,2,18.86,37.72
4754,26-09-2024,SKU0042,1,39.22,39.22
4755,23-09-2024,SKU0067,1,60.57,60.57
4756,28-10-2024,SKU0056,2,19.52,39.04
4757,21-09-2024,SKU0046,2,12.71,25.42
4758,03-11-2024,SKU0005,2,18.41,36.82
4759,15-10-2024,SKU0056,1,19.73,19.73
4760,06-11-2024,SKU0023,2,19.86,39.72
4761,21-10-2024,SKU0062,1,27.12,27.12
4762,25-10-2024,SKU0013,2,54.92,109.84
4763,06-11-2024,SKU0059,2,35.69,71.38
4764,28-09-2024,SKU0088,2,87.41,174.82
4765,26-09-2024,SKU0028,2,88.85,177.7
4766,23-10-2024,SKU0081,2,92.82,185.64
4767,16-11-2024,SKU0006,1,52.4,52.4
4768,18-09-2024,SKU0061,1,79.66,79.66
4769,19-09-2024,SKU0061,2,63.19,126.38
4770,30-09-2024,SKU0091,1,22.99,22.99
4771,02-11-2024,SKU0045,1,67.21,67.21
4772,06-10-2024,SKU0093,2,85.33,170.66
4773,31-10-2024,SKU0012,2,41.31,82.62
4774,04-11-2024,SKU0035,2,77.2,154.4
4775,07-11-2024,SKU0062,2,79.71,159.42
4776,20-09-2024,SKU0005,1,67.92,67.92
4777,06-11-2024,SKU0066,2,89.49,178.98
4778,12-10-2024,SKU0075,2,23.03,46.06
4779,02-11-2024,SKU0068,1,85.91,85.91
4780,01-10-2024,SKU0086,2,64.97,129.94
4781,25-09-2024,SKU0065,1,87.01,87.01
4782,19-09-2024,SKU0080,2,57.94,115.88
4783,18-09-2024,SKU0066,1,39.52,39.52
4784,25-10-2024,SKU0041,2,90.75,181.5
4785,27-10-2024,SKU0027,2,88.97,177.94
4786,09-11-2024,SKU0076,2,34.09,68.18
4787,16-10-2024,SKU0005,2,76.97,153.94
4788,23-10-2024,SKU0005,2,18.22,36.44
4789,03-10-2024,SKU0086,1,17.74,17.74
4790,19-09-2024,SKU0013,2,56.03,112.06
4791,25-09-2024,SKU0080,1,13.22,13.22
4792,24-09-2024,SKU0090,2,49.04,98.08
4793,25-09-2024,SKU0009,1,81.17,81.17
4794,11-11-2024,SKU0048,2,90.05,180.1
4795,03-10-2024,SKU0032,2,32.93,65.86
4796,10-10-2024,SKU0083,2,16.93,33.86
4797,24-09-2024,SKU0036,1,66.76,66.76
4798,08-11-2024,SKU0092,1,33.83,33.83
4799,30-09-2024,SKU0015,2,12.11,24.22
4800,09-11-2024,SKU0009,1,21.81,21.81
4801,02-10-2024,SKU0016,1,94.45,94.45
4802,04-10-2024,SKU0006,2,88.76,177.52
4803,04-11-2024,SKU0072,2,84.67,169.34
4804,10-10-2024,SKU0033,1,40.55,40.55
4805,25-10-2024,SKU0096,1,74.31,74.31
4806,07-11-2024,SKU0100,1,96.13,96.13
4807,02-11-2024,SKU0042,2,61.08,122.16
4808,13-10-2024,SKU0059,1,39.98,39.98
4809,14-10-2024,SKU0036,1,81.94,81.94
4810,23-09-2024,SKU0034,1,48.73,48.73
4811,20-10-2024,SKU0002,2,61.96,123.92
4812,13-10-2024,SKU0013,2,58.71,117.42
4813,20-10-2024,SKU0043,2,29.57,59.14
4814,25-10-2024,SKU0074,2,10.06,20.12
4815,05-10-2024,SKU0057,1,99.9,99.9
4816,22-09-2024,SKU0007,1,47.51,47.51
4817,16-10-2024,SKU0059,2,35.54,71.08
4818,14-10-2024,SKU0059,2,78.93,157.86
4819,28-09-2024,SKU0051,1,63.33,63.33
4820,01-10-2024,SKU0003,1,89.24,89.24
4821,31-10-2024,SKU0027,1,80.3,80.3
4822,25-10-2024,SKU0078,2,35.36,70.72
4823,25-10-2024,SKU0054,2,63.3,126.6
4824,01-10-2024,SKU0094,2,55.24,110.48
4825,13-11-2024,SKU0064,1,95.96,95.96
4826,22-10-2024,SKU0034,1,31.56,31.56
4827,19-09-2024,SKU0023,2,35.55,71.1
4828,17-09-2024,SKU0048,2,92.84,185.68
4829,23-09-2024,SKU0055,2,51.2,102.4
4830,25-09-2024,SKU0017,1,51.15,51.15
4831,17-09-2024,SKU0079,2,88.14,176.28
4832,21-09-2024,SKU0062,2,36.64,73.28
4833,02-11-2024,SKU0061,2,72.72,145.44
4834,22-10-2024,SKU0061,1,74.94,74.94
4835,26-09-2024,SKU0044,1,49.82,49.82
4836,18-09-2024,SKU0071,2,40.06,80.12
4837,09-10-2024,SKU0003,2,77.2,154.4
4838,25-10-2024,SKU0073,2,33.03,66.06
4839,15-10-2024,SKU0067,2,83.74,167.48
4840,11-11-2024,SKU0099,2,47.48,94.96
4841,05-10-2024,SKU0008,2,11.65,23.3
4842,24-10-2024,SKU0026,2,61.23,122.46
4843,02-11-2024,SKU0015,2,27.5,55
4844,06-10-2024,SKU0005,1,51.99,51.99
4845,28-09-2024,SKU0013,2,82.75,165.5
4846,27-09-2024,SKU0079,1,27.1,27.1
4847,21-10-2024,SKU0012,2,28.73,57.46
4848,07-11-2024,SKU0099,2,52.65,105.3
4849,15-11-2024,SKU0063,1,52.89,52.89
4850,04-11-2024,SKU0008,2,50.83,101.66
4851,23-09-2024,SKU0074,2,72.5,145
4852,09-10-2024,SKU0034,2,34.22,68.44
4853,10-11-2024,SKU0072,1,33.45,33.45
4854,05-11-2024,SKU0022,1,12.01,12.01
4855,03-10-2024,SKU0050,2,44.36,88.72
4856,03-11-2024,SKU0012,1,27.62,27.62
4857,12-11-2024,SKU0022,1,63.24,63.24
4858,18-09-2024,SKU0091,1,26.31,26.31
4859,21-09-2024,SKU0058,1,90.51,90.51
4860,07-10-2024,SKU0082,2,86.41,172.82
4861,29-09-2024,SKU0019,2,78.87,157.74
4862,16-11-2024,SKU0005,2,82.77,165.54
4863,27-09-2024,SKU0016,2,96.36,192.72
4864,10-10-2024,SKU0041,2,38.78,77.56
4865,19-10-2024,SKU0074,2,98.19,196.38
4866,13-10-2024,SKU0019,2,90.15,180.3
4867,10-11-2024,SKU0065,1,42.57,42.57
4868,21-10-2024,SKU0022,1,87.77,87.77
4869,04-10-2024,SKU0017,2,90.76,181.52
4870,07-10-2024,SKU0035,2,13.25,26.5
4871,20-09-2024,SKU0039,2,88.84,177.68
4872,16-11-2024,SKU0073,2,48.99,97.98
4873,27-10-2024,SKU0055,1,83.02,83.02
4874,18-10-2024,SKU0005,2,20,40
4875,29-10-2024,SKU0073,1,25.5,25.5
4876,04-11-2024,SKU0011,2,98.09,196.18
4877,27-09-2024,SKU0078,2,47.46,94.92
4878,19-09-2024,SKU0040,1,81.86,81.86
4879,06-11-2024,SKU0088,1,77.52,77.52
4880,07-11-2024,SKU0084,1,80.74,80.74
4881,10-11-2024,SKU0097,1,78.82,78.82
4882,07-10-2024,SKU0004,1,92.26,92.26
4883,29-10-2024,SKU0080,1,63.33,63.33
4884,13-11-2024,SKU0089,2,48.29,96.58
4885,30-09-2024,SKU0058,1,93.27,93.27
4886,22-09-2024,SKU0065,1,42.13,42.13
4887,06-11-2024,SKU0088,2,66.76,133.52
4888,08-11-2024,SKU0064,2,86.97,173.94
4889,15-10-2024,SKU0067,2,92.44,184.88
4890,17-10-2024,SKU0096,1,95.45,95.45
4891,02-11-2024,SKU0034,1,69.39,69.39
4892,14-10-2024,SKU0089,2,74.82,149.64
4893,29-10-2024,SKU0058,1,54.78,54.78
4894,05-11-2024,SKU0067,2,35.64,71.28
4895,22-10-2024,SKU0007,1,11.46,11.46
4896,14-10-2024,SKU0035,2,29.98,59.96
4897,05-10-2024,SKU0029,1,98.2,98.2
4898,19-09-2024,SKU0025,1,82.57,82.57
4899,28-09-2024,SKU0028,1,53.11,53.11
4900,22-10-2024,SKU0088,2,40.92,81.84
4901,10-10-2024,SKU0069,1,15.79,15.79
4902,28-09-2024,SKU0027,2,10.91,21.82
4903,10-10-2024,SKU0074,1,77.96,77.96
4904,17-09-2024,SKU0076,2,98.7,197.4
4905,14-10-2024,SKU0082,1,32.84,32.84
4906,02-10-2024,SKU0008,1,34.71,34.71
4907,07-10-2024,SKU0038,2,94.12,188.24
4908,16-10-2024,SKU0094,2,64.19,128.38
4909,20-10-2024,SKU0009,2,25.64,51.28
4910,12-10-2024,SKU0043,2,14.11,28.22
4911,09-11-2024,SKU0025,1,60.72,60.72
4912,21-10-2024,SKU0094,1,50.73,50.73
4913,17-10-2024,SKU0066,1,48.89,48.89
4914,15-11-2024,SKU0017,2,97.23,194.46
4915,02-10-2024,SKU0007,2,33.66,67.32
4916,13-11-2024,SKU0022,2,53.92,107.84
4917,28-10-2024,SKU0010,2,29.2,58.4
4918,15-10-2024,SKU0090,1,38.96,38.96
4919,15-10-2024,SKU0013,1,78.93,78.93
4920,25-09-2024,SKU0042,2,27.76,55.52
4921,30-09-2024,SKU0028,2,70.88,141.76
4922,12-11-2024,SKU0100,1,21.67,21.67
4923,24-09-2024,SKU0059,1,27.15,27.15
4924,18-09-2024,SKU0011,2,12.08,24.16
4925,27-09-2024,SKU0009,2,66.74,133.48
4926,18-09-2024,SKU0080,2,99.13,198.26
4927,14-11-2024,SKU0081,1,69.08,69.08
4928,02-11-2024,SKU0055,2,93.1,186.2
4929,04-10-2024,SKU0005,1,57.38,57.38
4930,21-09-2024,SKU0069,1,71.23,71.23
4931,15-11-2024,SKU0038,2,93.3,186.6
4932,13-11-2024,SKU0095,2,17.76,35.52
4933,12-11-2024,SKU0066,2,63.77,127.54
4934,23-09-2024,SKU0091,2,61.8,123.6
4935,09-10-2024,SKU0083,1,12.98,12.98
4936,05-10-2024,SKU0064,2,24.06,48.12
4937,05-10-2024,SKU0025,1,59.71,59.71
4938,13-11-2024,SKU0052,1,54.79,54.79
4939,03-11-2024,SKU0038,1,40.94,40.94
4940,05-10-2024,SKU0077,1,72.79,72.79
4941,04-11-2024,SKU0093,1,42.42,42.42
4942,31-10-2024,SKU0019,1,79.2,79.2
4943,15-11-2024,SKU0099,2,82.83,165.66
4944,26-10-2024,SKU0025,2,68.01,136.02
4945,14-10-2024,SKU0048,2,35.11,70.22
4946,27-09-2024,SKU0073,1,82.24,82.24
4947,05-11-2024,SKU0061,2,32.66,65.32
4948,27-09-2024,SKU0035,1,37.27,37.27
4949,10-11-2024,SKU0051,1,64.79,64.79
4950,25-09-2024,SKU0015,2,72.01,144.02
4951,30-09-2024,SKU0086,2,43.42,86.84
4952,20-10-2024,SKU0077,2,63.22,126.44
4953,15-10-2024,SKU0049,2,32.32,64.64
4954,04-11-2024,SKU0030,2,81.53,163.06
4955,07-10-2024,SKU0021,1,99.29,99.29
4956,03-11-2024,SKU0089,1,72.85,72.85
4957,13-11-2024,SKU0089,1,38.74,38.74
4958,21-09-2024,SKU0086,1,41.39,41.39
4959,19-10-2024,SKU0041,2,12.75,25.5
4960,25-09-2024,SKU0003,2,68.23,136.46
4961,19-09-2024,SKU0073,1,64,64
4962,30-09-2024,SKU0024,1,95.91,95.91
4963,04-10-2024,SKU0096,2,46.19,92.38
4964,28-09-2024,SKU0017,2,93.96,187.92
4965,09-10-2024,SKU0088,1,78.42,78.42
4966,30-09-2024,SKU0008,2,35.92,71.84
4967,15-11-2024,SKU0006,2,11.48,22.96
4968,02-10-2024,SKU0009,2,75.4,150.8
4969,23-10-2024,SKU0015,1,54.67,54.67
4970,06-10-2024,SKU0064,2,96.57,193.14
4971,06-10-2024,SKU0088,2,11.99,23.98
4972,01-10-2024,SKU0050,2,56.97,113.94
4973,27-10-2024,SKU0011,2,80.99,161.98
4974,11-10-2024,SKU0095,1,81.08,81.08
4975,03-10-2024,SKU0046,1,70.49,70.49
4976,28-09-2024,SKU0045,2,45.49,90.98
4977,31-10-2024,SKU0077,2,16.05,32.1
4978,28-10-2024,SKU0094,1,37.16,37.16
4979,25-10-2024,SKU0059,1,68.6,68.6
4980,14-11-2024,SKU0025,2,79.4,158.8
4981,11-11-2024,SKU0012,2,83.56,167.12
4982,08-11-2024,SKU0085,2,79.67,159.34
4983,23-09-2024,SKU0088,1,39.14,39.14
4984,24-09-2024,SKU0026,1,72.47,72.47
4985,10-10-2024,SKU0076,1,97.22,97.22
4986,02-11-2024,SKU0037,1,22.29,22.29
4987,11-10-2024,SKU0085,1,75.82,75.82
4988,07-10-2024,SKU0023,1,46.9,46.9
4989,05-11-2024,SKU0065,2,30.25,60.5
4990,09-11-2024,SKU0045,1,38.8,38.8
4991,19-10-2024,SKU0074,2,24.98,49.96
4992,26-09-2024,SKU0035,1,83.38,83.38
4993,08-10-2024,SKU0048,2,44.87,89.74
4994,05-10-2024,SKU0028,1,94.39,94.39
4995,15-10-2024,SKU0001,2,96.97,193.94
4996,19-09-2024,SKU0072,2,96.92,193.84
4997,25-10-2024,SKU0041,2,24.01,48.02
4998,20-09-2024,SKU0023,1,41.17,41.17
4999,23-10-2024,SKU0084,1,37.93,37.93
5000,17-10-2024,SKU0032,1,93.04,93.04
5001,22-09-2024,SKU0087,1,17.78,17.78
5002,14-10-2024,SKU0007,2,62.98,125.96
5003,26-09-2024,SKU0075,1,53.68,53.68
5004,28-09-2024,SKU0055,1,97.86,97.86
5005,01-11-2024,SKU0072,2,96.7,193.4
5006,09-11-2024,SKU0043,1,48.16,48.16
5007,18-09-2024,SKU0014,1,49.72,49.72
5008,19-09-2024,SKU0014,2,44.61,89.22
5009,17-09-2024,SKU0100,1,81.03,81.03
5010,21-10-2024,SKU0041,2,19.02,38.04
5011,10-10-2024,SKU0091,2,20.45,40.9
5012,02-11-2024,SKU0084,2,73.42,146.84
5013,03-11-2024,SKU0089,2,11.5,23
5014,07-11-2024,SKU0093,1,70.39,70.39
5015,20-10-2024,SKU0014,1,21.58,21.58
5016,06-10-2024,SKU0028,1,80.76,80.76
5017,02-10-2024,SKU0030,2,76.57,153.14
5018,16-10-2024,SKU0079,2,26.4,52.8
5019,02-11-2024,SKU0054,2,78.12,156.24
5020,25-10-2024,SKU0059,2,81.12,162.24
5021,11-10-2024,SKU0085,1,93.3,93.3
5022,21-09-2024,SKU0012,2,75.2,150.4
5023,15-10-2024,SKU0075,1,88.08,88.08
5024,23-10-2024,SKU0039,1,67.37,67.37
5025,14-10-2024,SKU0070,2,66.3,132.6
5026,08-11-2024,SKU0067,1,70.78,70.78
5027,13-11-2024,SKU0015,1,46.57,46.57
5028,27-10-2024,SKU0098,1,30.57,30.57
5029,09-10-2024,SKU0004,2,47.2,94.4
5030,18-10-2024,SKU0098,1,63.41,63.41
5031,01-11-2024,SKU0044,2,72.1,144.2
5032,06-11-2024,SKU0039,1,51.1,51.1
5033,04-10-2024,SKU0070,1,39.71,39.71
5034,27-10-2024,SKU0086,1,32.22,32.22
5035,21-10-2024,SKU0037,1,26.49,26.49
5036,16-11-2024,SKU0058,2,52.87,105.74
5037,29-10-2024,SKU0032,2,73.58,147.16
5038,10-10-2024,SKU0028,1,84.69,84.69
5039,02-11-2024,SKU0090,1,41.08,41.08
5040,14-10-2024,SKU0004,1,65,65
5041,22-10-2024,SKU0010,2,52.99,105.98
5042,07-10-2024,SKU0027,1,96.96,96.96
5043,11-11-2024,SKU0084,1,89.42,89.42
5044,21-09-2024,SKU0036,2,89.4,178.8
5045,12-10-2024,SKU0005,1,62.13,62.13
5046,05-11-2024,SKU0081,2,49.31,98.62
5047,09-11-2024,SKU0050,2,68.67,137.34
5048,09-10-2024,SKU0032,1,24.37,24.37
5049,30-10-2024,SKU0099,1,89.47,89.47
5050,19-10-2024,SKU0023,1,34.41,34.41
5051,12-10-2024,SKU0077,1,84.42,84.42
5052,12-11-2024,SKU0061,2,36.87,73.74
5053,08-10-2024,SKU0001,1,56.98,56.98
5054,06-10-2024,SKU0031,2,79.5,159
5055,18-09-2024,SKU0019,1,45.44,45.44
5056,27-10-2024,SKU0087,2,42.22,84.44
5057,09-11-2024,SKU0054,1,89.91,89.91
5058,12-11-2024,SKU0034,2,16.2,32.4
5059,04-10-2024,SKU0004,1,85.74,85.74
5060,21-09-2024,SKU0048,2,93.54,187.08
5061,09-11-2024,SKU0048,1,60.68,60.68
5062,18-10-2024,SKU0049,2,72.64,145.28
5063,01-11-2024,SKU0060,1,87.53,87.53
5064,27-09-2024,SKU0044,1,49.2,49.2
5065,07-10-2024,SKU0034,1,89.09,89.09
5066,08-10-2024,SKU0094,1,43.5,43.5
5067,19-09-2024,SKU0056,2,37.58,75.16
5068,25-09-2024,SKU0074,2,98.49,196.98
5069,18-09-2024,SKU0006,1,12.8,12.8
5070,01-11-2024,SKU0076,1,38.76,38.76
5071,14-10-2024,SKU0076,2,51.27,102.54
5072,20-10-2024,SKU0082,1,37.98,37.98
5073,08-11-2024,SKU0036,2,35.39,70.78
5074,14-11-2024,SKU0035,2,43.36,86.72
5075,26-09-2024,SKU0025,1,45.83,45.83
5076,05-10-2024,SKU0049,1,16.44,16.44
5077,15-10-2024,SKU0055,2,79.77,159.54
5078,16-11-2024,SKU0041,2,25.14,50.28
5079,18-09-2024,SKU0057,2,13.69,27.38
5080,03-11-2024,SKU0022,2,63.13,126.26
5081,22-09-2024,SKU0094,2,70.17,140.34
5082,30-10-2024,SKU0044,1,78.43,78.43
5083,09-11-2024,SKU0029,2,17.9,35.8
5084,23-09-2024,SKU0071,1,25.46,25.46
5085,22-10-2024,SKU0048,2,26.41,52.82
5086,24-09-2024,SKU0003,2,63.43,126.86
5087,05-10-2024,SKU0085,1,90.07,90.07
5088,26-09-2024,SKU0045,1,73.58,73.58
5089,19-10-2024,SKU0020,2,38.32,76.64
5090,23-10-2024,SKU0073,2,86.78,173.56
5091,24-10-2024,SKU0036,2,70.28,140.56
5092,13-10-2024,SKU0060,1,71.96,71.96
5093,15-10-2024,SKU0078,1,96.16,96.16
5094,05-10-2024,SKU0018,2,95.53,191.06
5095,04-10-2024,SKU0097,2,44.71,89.42
5096,06-11-2024,SKU0066,2,67.23,134.46
5097,06-11-2024,SKU0031,1,28.18,28.18
5098,09-10-2024,SKU0086,1,47.07,47.07
5099,17-09-2024,SKU0009,2,34.61,69.22
5100,14-11-2024,SKU0020,2,43.06,86.12
5101,07-11-2024,SKU0020,2,70.79,141.58
5102,29-10-2024,SKU0047,1,28.92,28.92
5103,19-09-2024,SKU0001,1,26.23,26.23
5104,26-09-2024,SKU0094,2,44.14,88.28
5105,14-11-2024,SKU0083,1,18.83,18.83
5106,23-09-2024,SKU0100,2,83.25,166.5
5107,04-11-2024,SKU0014,1,96.26,96.26
5108,11-11-2024,SKU0001,1,82.12,82.12
5109,12-10-2024,SKU0069,1,57.83,57.83
5110,02-10-2024,SKU0010,1,70.67,70.67
5111,25-10-2024,SKU0073,1,82.5,82.5
5112,31-10-2024,SKU0049,2,16.14,32.28
5113,18-10-2024,SKU0014,1,47.63,47.63
5114,28-09-2024,SKU0060,2,22.94,45.88
5115,30-10-2024,SKU0082,2,18.17,36.34
5116,24-09-2024,SKU0042,2,78.31,156.62
5117,24-09-2024,SKU0059,1,87.23,87.23
5118,31-10-2024,SKU0025,1,17.54,17.54
5119,27-09-2024,SKU0036,1,26.09,26.09
5120,12-11-2024,SKU0095,1,29.87,29.87
5121,19-10-2024,SKU0035,2,87.13,174.26
5122,11-10-2024,SKU0091,1,92.22,92.22
5123,03-10-2024,SKU0086,1,78.85,78.85
5124,17-10-2024,SKU0011,2,81.67,163.34
5125,05-10-2024,SKU0010,1,40.84,40.84
5126,31-10-2024,SKU0008,2,46.75,93.5
5127,10-11-2024,SKU0092,2,35.24,70.48
5128,01-10-2024,SKU0023,2,96.25,192.5
5129,16-11-2024,SKU0006,2,75.49,150.98
5130,11-11-2024,SKU0078,2,40.72,81.44
5131,30-10-2024,SKU0088,1,22.21,22.21
5132,08-11-2024,SKU0064,1,27.53,27.53
5133,04-11-2024,SKU0073,1,28.37,28.37
5134,21-10-2024,SKU0046,2,65.33,130.66
5135,25-10-2024,SKU0038,1,91.27,91.27
5136,18-09-2024,SKU0025,1,88.18,88.18
5137,20-10-2024,SKU0094,2,16.27,32.54
5138,11-10-2024,SKU0086,1,73.82,73.82
5139,24-10-2024,SKU0002,1,25.09,25.09
5140,20-09-2024,SKU0089,1,37.93,37.93
5141,02-10-2024,SKU0024,1,58.94,58.94
5142,18-10-2024,SKU0067,2,85.68,171.36
5143,01-10-2024,SKU0090,2,31.31,62.62
5144,28-10-2024,SKU0094,2,88.64,177.28
5145,30-09-2024,SKU0093,2,76.13,152.26
5146,27-10-2024,SKU0071,1,70.68,70.68
5147,01-10-2024,SKU0061,1,21.96,21.96
5148,23-09-2024,SKU0009,2,52.68,105.36
5149,23-09-2024,SKU0045,2,34.76,69.52
5150,24-09-2024,SKU0094,2,62.93,125.86
5151,05-10-2024,SKU0016,2,70.62,141.24
5152,04-10-2024,SKU0014,2,15.88,31.76
5153,03-10-2024,SKU0026,1,67.98,67.98
5154,04-10-2024,SKU0046,1,54.83,54.83
5155,05-10-2024,SKU0058,2,85.48,170.96
5156,08-11-2024,SKU0074,2,81.39,162.78
5157,26-10-2024,SKU0030,1,47.17,47.17
5158,29-09-2024,SKU0086,2,97.86,195.72
5159,14-11-2024,SKU0056,1,62.82,62.82
5160,27-09-2024,SKU0094,2,96.73,193.46
5161,16-11-2024,SKU0032,1,74.73,74.73
5162,06-11-2024,SKU0078,1,46.68,46.68
5163,23-09-2024,SKU0023,1,31.04,31.04
5164,13-10-2024,SKU0017,2,51.89,103.78
5165,14-11-2024,SKU0100,2,94.24,188.48
5166,23-10-2024,SKU0093,1,21.72,21.72
5167,21-09-2024,SKU0024,1,51.43,51.43
5168,24-09-2024,SKU0047,1,41.22,41.22
5169,26-09-2024,SKU0011,2,88.05,176.1
5170,23-10-2024,SKU0041,1,82.37,82.37
5171,12-10-2024,SKU0015,1,59.69,59.69
5172,01-10-2024,SKU0086,2,47.36,94.72
5173,10-11-2024,SKU0091,1,71.58,71.58
5174,02-10-2024,SKU0052,2,95.78,191.56
5175,15-10-2024,SKU0034,1,19.1,19.1
5176,14-10-2024,SKU0060,2,90.89,181.78
5177,26-09-2024,SKU0057,1,36.48,36.48
5178,11-11-2024,SKU0033,2,10.38,20.76
5179,26-10-2024,SKU0021,2,76.69,153.38
5180,06-11-2024,SKU0024,2,80.96,161.92
5181,20-09-2024,SKU0020,2,37.43,74.86
5182,01-11-2024,SKU0068,1,80.06,80.06
5183,16-11-2024,SKU0060,2,81.82,163.64
5184,26-10-2024,SKU0046,1,70.78,70.78
5185,08-11-2024,SKU0033,2,13.48,26.96
5186,30-09-2024,SKU0031,1,70.07,70.07
5187,30-10-2024,SKU0034,2,93.92,187.84
5188,19-10-2024,SKU0022,1,65.83,65.83
5189,10-11-2024,SKU0030,1,43.02,43.02
5190,06-11-2024,SKU0005,1,60.71,60.71
5191,04-10-2024,SKU0041,1,99.38,99.38
5192,28-09-2024,SKU0045,2,52.53,105.06
5193,26-09-2024,SKU0087,1,85.74,85.74
5194,07-10-2024,SKU0061,2,22.47,44.94
5195,19-10-2024,SKU0013,1,15.08,15.08
5196,30-09-2024,SKU0009,2,45.11,90.22
5197,25-09-2024,SKU0078,2,22.4,44.8
5198,12-10-2024,SKU0081,2,39.75,79.5
5199,01-10-2024,SKU0035,1,74.39,74.39
5200,07-10-2024,SKU0018,2,50.09,100.18
5201,08-10-2024,SKU0012,1,38.91,38.91
5202,10-11-2024,SKU0041,2,90.24,180.48
5203,01-11-2024,SKU0016,1,10.85,10.85
5204,27-10-2024,SKU0094,1,83.26,83.26
5205,29-10-2024,SKU0013,1,65.91,65.91
5206,21-09-2024,SKU0018,1,14.18,14.18
5207,30-10-2024,SKU0076,2,13.07,26.14
5208,02-10-2024,SKU0098,2,25.47,50.94
5209,07-11-2024,SKU0051,1,97.97,97.97
5210,15-11-2024,SKU0033,1,17.71,17.71
5211,21-10-2024,SKU0070,1,76.5,76.5
5212,21-09-2024,SKU0082,1,46.14,46.14
5213,12-10-2024,SKU0067,1,31.3,31.3
5214,12-10-2024,SKU0054,2,61.75,123.5
5215,16-11-2024,SKU0006,2,43.14,86.28
5216,06-11-2024,SKU0036,2,37.92,75.84
5217,21-09-2024,SKU0055,2,31.57,63.14
5218,11-11-2024,SKU0050,2,51.2,102.4
5219,05-11-2024,SKU0086,2,25.26,50.52
5220,16-11-2024,SKU0071,1,86.68,86.68
5221,22-10-2024,SKU0094,1,63.26,63.26
5222,10-10-2024,SKU0066,2,15.66,31.32
5223,01-10-2024,SKU0096,1,51.13,51.13
5224,16-10-2024,SKU0015,2,66.66,133.32
5225,21-09-2024,SKU0022,1,87.54,87.54
5226,26-10-2024,SKU0049,1,12.11,12.11
5227,03-11-2024,SKU0038,1,51.06,51.06
5228,08-10-2024,SKU0008,2,73.53,147.06
5229,19-10-2024,SKU0008,1,27.65,27.65
5230,21-09-2024,SKU0100,1,29.92,29.92
5231,13-11-2024,SKU0084,2,54.07,108.14
5232,18-10-2024,SKU0037,1,89.6,89.6
5233,05-11-2024,SKU0072,2,45.84,91.68
5234,03-11-2024,SKU0078,1,53.6,53.6
5235,09-10-2024,SKU0084,2,67.22,134.44
5236,26-09-2024,SKU0099,2,37.97,75.94
5237,22-10-2024,SKU0025,1,88.04,88.04
5238,05-11-2024,SKU0082,2,96.57,193.14
5239,03-10-2024,SKU0054,1,68.53,68.53
5240,08-11-2024,SKU0021,2,67.46,134.92
5241,13-10-2024,SKU0059,1,70.62,70.62
5242,13-11-2024,SKU0031,1,27.45,27.45
5243,31-10-2024,SKU0006,2,75.91,151.82
5244,24-09-2024,SKU0042,1,41.23,41.23
5245,26-10-2024,SKU0052,2,99.4,198.8
5246,30-10-2024,SKU0047,1,77.7,77.7
5247,16-11-2024,SKU0084,2,62.54,125.08
5248,13-11-2024,SKU0028,2,92.1,184.2
5249,05-11-2024,SKU0036,1,97.3,97.3
5250,22-09-2024,SKU0040,2,83.63,167.26
5251,23-09-2024,SKU0090,2,78.09,156.18
